,Gender,Age,Debt,BankCustomer,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,ZipCode,Income,Approved,Industry_CommunicationServices,Industry_ConsumerDiscretionary,Industry_ConsumerStaples,Industry_Education,Industry_Energy,Industry_Financials,Industry_Healthcare,Industry_Industrials,Industry_InformationTechnology,Industry_Materials,Industry_Real Estate,Industry_Research,Industry_Transport,Industry_Utilities,Ethnicity_Asian,Ethnicity_Black,Ethnicity_Latino,Ethnicity_Other,Ethnicity_White,Citizen_ByBirth,Citizen_ByOtherMeans,Citizen_Temporary
584,0,28.08,15.0,0,0.0,1,0,0,0,0,13212,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
203,0,20.75,10.25,1,0.71,1,1,2,1,49,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
15,1,36.67,4.415,0,0.25,1,1,10,1,320,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
61,1,31.67,16.165,1,3.0,1,1,9,0,250,730,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
324,1,33.67,1.25,1,1.165,0,0,0,0,120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
19,0,19.17,8.585,1,0.75,1,1,7,0,96,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
425,1,24.58,1.25,1,0.25,0,0,0,0,110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
80,1,49.58,19.0,1,0.0,1,1,1,0,94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
358,1,32.42,3.0,1,0.165,0,0,0,1,120,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
318,1,19.17,0.0,0,0.0,0,0,0,1,500,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
496,0,25.0,0.875,1,1.04,1,0,0,1,160,5860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
422,1,29.42,1.25,1,1.75,0,0,0,0,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
339,1,28.0,3.0,1,0.75,0,0,0,1,300,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
458,1,36.17,5.5,1,5.0,0,0,0,0,210,687,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8,1,54.42,0.5,0,3.96,1,0,0,0,180,314,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
501,1,39.0,5.0,1,3.5,1,1,10,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
12,0,38.25,6.0,1,1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
428,1,49.17,2.29,1,0.29,0,0,0,0,200,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
527,0,57.08,0.335,1,1.0,1,0,0,1,252,2197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
382,0,24.33,2.5,0,4.5,0,0,0,0,200,456,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
523,0,22.5,8.5,1,1.75,1,1,10,0,80,990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
363,1,16.92,0.335,0,0.29,0,0,0,0,200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
92,1,28.46,5.0,0,8.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
170,0,25.08,2.54,0,0.25,1,0,0,1,370,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
306,1,23.5,2.75,1,4.5,0,0,0,0,160,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
418,1,38.42,0.705,1,0.375,0,1,2,0,225,500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
417,1,23.58,1.79,1,0.54,0,0,0,1,136,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
594,1,38.67,0.21,1,0.085,1,0,0,1,280,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
334,1,34.75,2.5,1,0.5,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
234,0,58.42,21.0,1,10.0,1,1,13,0,0,6700,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
323,1,48.58,0.205,0,0.25,1,1,11,0,380,2732,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
229,1,22.08,11.0,1,0.665,1,0,0,0,100,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
74,1,44.83,7.0,0,1.625,0,0,0,0,160,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
436,1,19.58,0.585,1,0.0,0,1,3,0,350,769,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
360,0,30.25,5.5,1,5.5,0,0,0,1,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
562,1,23.33,1.5,1,1.415,1,0,0,0,422,200,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
277,0,18.17,10.0,0,0.165,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
461,1,24.08,0.875,1,0.085,0,1,4,0,254,1950,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
618,1,29.58,4.75,1,2.0,0,1,1,1,460,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
349,1,27.83,1.5,1,2.25,0,1,1,1,100,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
481,1,23.5,3.165,0,0.415,0,1,1,1,280,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
89,0,49.0,1.5,1,0.0,1,0,0,1,100,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
552,1,34.75,15.0,1,5.375,1,1,9,1,0,134,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
637,1,19.5,9.585,1,0.79,0,0,0,0,80,350,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
400,1,20.75,5.085,0,0.29,0,0,0,0,140,184,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
387,1,21.17,0.0,1,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
212,1,60.08,14.5,1,18.0,1,1,15,1,0,1000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
218,1,53.92,9.625,1,8.665,1,1,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
100,1,37.5,1.75,0,0.25,1,0,0,1,164,400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
289,0,21.75,1.75,0,0.0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
56,1,23.17,0.0,1,0.085,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
293,1,35.75,2.415,1,0.125,0,1,2,0,220,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
125,1,34.92,5.0,1,7.5,1,1,6,1,0,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
69,1,35.17,25.125,1,1.625,1,1,1,1,515,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
153,1,23.08,2.5,1,1.085,1,1,11,1,60,2184,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
359,0,36.75,4.71,1,0.0,0,0,0,0,160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
329,1,28.46,4.0,0,0.085,0,0,0,1,411,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
506,0,18.92,9.0,1,0.75,1,1,2,0,88,591,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
132,0,47.42,8.0,1,6.5,1,1,6,0,375,51100,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
608,1,28.46,0.04,0,4.25,0,0,0,1,460,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
343,1,33.75,2.75,1,0.0,0,0,0,0,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
480,0,16.92,0.5,1,0.165,0,1,6,1,240,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
388,1,26.67,14.585,1,0.0,0,0,0,1,178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
434,1,58.58,2.71,1,2.415,0,0,0,1,320,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
232,1,33.5,1.75,1,4.5,1,1,4,1,253,857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
455,1,36.17,18.125,1,0.085,0,0,0,0,320,3552,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
42,1,29.67,1.415,1,0.75,1,1,1,0,240,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
345,1,62.75,7.0,1,0.0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
553,1,38.58,3.335,1,4.0,1,1,14,0,383,1344,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
81,0,27.67,1.5,1,2.0,1,0,0,0,368,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
574,0,20.33,10.0,1,1.0,1,1,4,0,50,1465,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
563,1,24.42,12.335,1,1.585,1,0,0,1,120,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
465,0,27.58,3.0,1,2.79,0,1,1,1,280,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
286,0,28.46,1.5,1,0.0,0,1,2,1,200,105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
208,1,35.17,2.5,1,4.5,1,1,7,0,150,1270,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
445,0,28.46,11.25,1,0.0,0,0,0,0,0,5200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
668,1,30.33,0.5,1,0.085,0,0,0,1,252,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
274,1,30.67,2.5,1,2.25,0,0,0,1,340,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
413,1,40.58,1.5,1,0.0,0,0,0,0,300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
75,1,20.67,5.29,1,0.375,1,1,1,0,160,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
116,1,37.75,7.0,1,11.5,1,1,7,1,300,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
635,1,18.17,2.46,1,0.96,0,1,2,1,160,587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
431,1,22.92,3.165,0,0.165,0,0,0,0,160,1058,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
544,1,30.08,1.04,0,0.5,1,1,10,1,132,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
122,0,24.75,12.5,1,1.5,1,1,12,1,120,567,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
396,1,29.83,2.04,0,0.04,0,0,0,0,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
371,1,26.33,13.0,1,0.0,0,0,0,1,140,1110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
602,1,29.83,1.25,0,0.25,0,0,0,0,224,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
238,1,42.83,4.625,1,4.58,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
625,1,23.75,12.0,1,2.085,0,0,0,0,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
526,1,41.58,1.75,1,0.21,1,0,0,0,160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
446,1,16.5,0.125,1,0.165,0,0,0,0,132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
472,1,17.42,6.5,1,0.125,0,0,0,0,60,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
26,0,47.0,13.0,1,5.165,1,1,9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
391,1,39.92,5.0,1,0.21,0,0,0,0,550,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
601,1,42.25,1.75,0,0.0,0,0,0,1,150,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
150,0,46.67,0.46,1,0.415,1,1,11,1,440,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
427,1,37.5,0.835,1,0.04,0,0,0,0,120,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
504,0,28.75,3.75,1,1.085,1,1,1,1,371,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
624,1,21.58,0.79,0,0.665,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
272,1,18.08,6.75,0,0.04,0,0,0,0,140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
14,0,45.83,10.5,1,5.0,1,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
262,0,48.17,1.335,1,0.335,0,0,0,0,0,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
512,0,44.33,0.0,1,2.5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
59,1,43.25,3.0,1,6.0,1,1,11,0,80,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
185,1,48.75,8.5,1,12.5,1,1,9,0,181,1655,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
17,0,23.25,5.875,1,3.17,1,1,10,0,120,245,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
683,1,36.42,0.75,0,0.585,0,0,0,0,240,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
328,1,34.83,2.5,0,3.0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
495,1,19.17,9.5,1,1.5,1,0,0,0,120,2206,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
353,1,30.75,1.585,1,0.585,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
355,0,16.0,0.165,1,1.0,0,1,2,1,320,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
402,0,51.92,6.5,1,3.085,0,0,0,1,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
267,0,32.0,6.0,1,1.25,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
475,1,26.75,2.0,1,0.75,0,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
639,1,35.58,0.75,1,1.5,0,0,0,1,231,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
470,0,21.92,11.665,1,0.085,0,0,0,0,320,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
135,1,48.58,6.5,1,6.0,1,0,0,1,350,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
502,0,64.08,0.165,1,0.0,1,1,1,0,232,100,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
94,1,28.75,1.5,0,1.5,1,0,0,1,0,225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
196,1,33.17,3.165,0,3.165,1,1,3,1,380,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
6,1,33.17,1.04,1,6.5,1,0,0,1,164,31285,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
77,0,19.17,0.585,0,0.585,1,0,0,1,160,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
467,0,30.42,1.375,1,0.04,0,1,3,0,0,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
541,1,42.75,3.0,1,1.0,1,0,0,0,0,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
640,1,34.17,2.75,1,2.5,0,0,0,1,232,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
437,0,53.33,0.165,1,0.0,0,0,0,1,62,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
101,1,35.25,16.5,0,4.0,1,0,0,0,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
315,1,23.0,0.75,1,0.5,1,0,0,1,320,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
395,0,33.08,1.625,1,0.54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
60,1,56.75,12.25,1,1.25,1,1,4,1,200,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
441,1,39.58,5.0,1,0.0,0,1,2,0,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
72,0,38.58,5.0,1,13.5,1,0,0,1,980,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
487,1,24.5,13.335,0,0.04,0,0,0,1,120,475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
689,1,35.0,3.375,1,8.29,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
119,0,20.75,10.335,1,0.335,1,1,1,1,80,50,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
134,1,32.67,5.5,1,5.5,1,1,12,1,408,1000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
275,1,18.58,5.71,1,0.54,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
51,1,26.0,1.0,1,1.75,1,0,0,1,280,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
160,1,27.67,2.0,1,1.0,1,1,4,0,140,7544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
283,0,16.5,1.25,1,0.25,0,1,1,0,108,98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
365,1,42.83,1.25,1,13.875,0,1,1,1,352,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
589,1,25.33,0.58,1,0.29,1,1,7,1,96,5124,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
151,0,58.33,10.0,1,4.0,1,1,14,0,0,1602,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
439,1,25.92,0.875,1,0.375,0,1,2,1,174,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
242,1,28.33,5.0,1,11.0,1,0,0,1,70,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
494,0,18.83,4.415,0,3.0,1,0,0,0,240,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
500,1,28.46,4.0,1,5.0,1,1,3,1,290,2279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
73,1,44.25,0.5,1,10.75,1,0,0,0,400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
82,1,39.83,0.5,1,0.25,1,0,0,0,288,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
485,1,74.83,19.0,0,0.04,0,1,2,0,0,351,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
259,0,24.5,1.75,0,0.165,0,0,0,0,132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
65,1,34.17,1.54,1,1.54,1,1,1,1,520,50000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
335,1,27.67,0.75,1,0.165,0,0,0,1,220,251,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
575,1,32.25,0.165,0,3.25,1,1,1,1,432,8000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
593,1,34.17,5.25,1,0.085,0,0,0,1,290,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67,1,25.5,0.375,1,0.25,1,1,3,0,260,15108,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
161,1,44.0,2.0,1,1.75,1,1,2,1,0,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
664,1,31.08,1.5,0,0.04,0,0,0,0,160,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
509,1,21.0,4.79,0,2.25,1,1,1,1,80,300,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
28,1,57.42,8.5,1,7.0,1,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
31,1,42.0,9.79,1,7.96,1,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
611,1,27.58,3.25,0,5.085,0,1,2,1,369,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
302,1,23.42,1.0,1,0.5,0,0,0,1,280,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
162,1,25.08,1.71,1,1.665,1,1,1,1,395,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
298,1,16.33,2.75,1,0.665,0,1,1,0,80,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
322,0,33.67,0.375,1,0.375,0,0,0,0,300,44,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
656,1,25.67,3.25,1,2.29,0,1,1,1,416,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
103,1,25.0,12.0,1,2.25,1,1,2,1,120,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
549,1,48.33,12.0,1,16.0,1,0,0,0,110,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
305,1,48.75,26.335,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
138,0,18.83,9.5,1,1.625,1,1,6,1,40,600,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
412,0,22.67,0.79,1,0.085,0,0,0,0,144,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
261,0,52.17,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
386,1,22.58,1.5,0,0.54,0,0,0,1,120,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35,1,27.83,1.5,1,2.0,1,1,11,1,434,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
258,0,20.75,9.54,1,0.04,0,0,0,0,200,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
350,0,26.17,2.0,1,0.0,0,0,0,1,276,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
299,1,22.17,12.125,1,3.335,0,1,2,1,180,173,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
375,0,20.83,0.5,0,1.0,0,0,0,0,260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
